file,corpus,in_dt_nn,dt_nn_in,nn_in_dt,dt_jj_nn,in_dt_jj,jj_nn_in,nn_in_nn,nns_in_dt,vbn_in_dt,in_jj_nns,nn_in_jj,in_dt_nns,in_jj_nn,jj_nns_in,dt_nn_nn,in_nn_in,nn_in_nns,dt_nn_vbz,nns_in_nn,dt_nns_in,to_vb_dt,vb_dt_nn,nn_cc_nn,dt_jj_nns,md_vb_vbn,nn_nn_in,in_nns_in,vbz_dt_nn,jj_in_dt,nn_md_vb,vb_vbn_in,nns_in_jj,prp_md_vb,jj_nn_nn,nn_to_vb,rb_in_dt,nn_in_nnp,md_rb_vb,in_nn_cc,nn_in_prp,nn_vbz_vbn,to_vb_in,jj_nn_vbz,in_nn_nn,jj_to_vb,in_dt_nnp,cc_dt_nn,in_prp_nn,jj_jj_nn,dt_nn_cc,prp_vbp_rb,prp_vbp_prp,vbp_rb_vb,prp_vbp_vbn,prp_vbz_rb,prp_md_rb,in_prp_vbp,prp_vbd_rb,prp_vbd_prp,uh_prp_vbp,rb_vb_prp,rb_prp_vbp,prp_vbp_vbg,prp_vbp_dt,to_vb_prp,vbg_to_vb,cc_prp_vbp,dt_nn_rb,md_vb_prp,prp_vbd_dt,prp_vbp_in,dt_nn_prp,cc_prp_vbd,nn_prp_vbp,vbd_dt_nn,vb_in_dt,vb_in_prp,vbp_prp_vb,prp_vbz_dt,md_vb_dt,rb_vb_dt,prp_vbd_in,in_prp_vbd,prp_vbd_vbn,vbd_in_dt,dt_nn_vbd,vbd_in_prp,vbd_to_vb,rb_in_prp,vbd_dt_jj,in_nnp_nnp,vbd_prp_nn,vbd_rb_in,nnp_vbd_rb,vbd_vbn_in,prp_nn_in,prp_jj_nn,in_prp_nns,vbg_in_dt,nn_prp_vbd,vb_dt_jj,vbp_to_vb,vbz_rb_jj,vbp_dt_nn,prp_vbz_jj,vbp_in_prp,nn_vbz_rb,nn_vbz_jj,vbz_jj_in,prp_vbp_to,rb_jj_in,nnp_nnp_nnp,dt_nnp_nnp,nnp_nnp_vbd,nnp_in_nnp,nnp_cc_nnp,nnp_nnp_in,nn_in_cd,nns_in_nnp,nn_nnp_nnp,nnp_pos_nn
fic_AC2_950,fic,116,64,79,81,55,48,22,24,27,14,15,29,14,11,27,12,4,4,5,10,32,24,8,19,8,26,2,4,16,10,13,3,17,19,20,18,13,12,3,20,3,12,2,3,4,38,14,16,11,10,10,8,3,7,2,9,5,20,8,0,4,5,3,3,9,6,6,5,3,7,4,2,5,0,17,10,6,4,4,7,5,10,13,11,13,24,4,12,4,11,9,11,11,11,15,10,7,7,8,3,15,4,1,4,1,3,2,0,1,2,6,4,9,13,2,8,3,4,3,1,8
fic_AC2_951,fic,42,26,23,26,18,12,10,6,3,1,2,6,3,3,9,4,1,4,2,7,11,10,4,3,1,7,1,3,4,1,1,0,6,10,5,4,8,3,2,7,0,8,0,2,0,7,2,11,4,6,3,2,1,2,3,3,1,8,2,1,2,0,1,2,2,4,2,2,4,2,2,1,1,1,7,7,1,0,0,1,2,6,4,8,8,12,1,3,2,1,1,3,0,3,4,2,3,1,5,0,6,0,0,3,0,1,0,0,0,0,1,0,1,2,1,2,0,2,2,1,4
fic_AC2_952,fic,47,30,27,51,27,14,8,9,7,3,1,5,5,6,7,3,5,4,0,5,8,14,6,13,1,6,1,6,7,2,4,0,40,4,8,16,15,15,1,13,0,9,1,1,8,6,3,12,4,5,19,11,4,13,12,10,4,23,11,0,5,2,7,6,11,10,10,5,8,9,2,3,4,2,11,10,7,1,5,9,9,6,3,4,7,4,4,3,3,7,6,5,4,12,1,2,5,3,4,1,9,3,1,2,2,0,0,1,1,2,4,1,2,3,2,6,2,2,7,0,4
fic_AC2_953,fic,76,46,42,54,29,28,16,14,21,7,9,18,7,7,14,9,1,4,4,8,20,13,6,6,12,5,0,4,8,5,9,3,26,9,10,16,10,11,4,21,0,17,0,4,5,28,3,15,8,5,23,6,6,18,8,7,10,29,9,1,5,0,4,4,13,9,10,5,6,13,5,3,5,6,13,11,6,6,2,6,1,12,18,19,11,8,4,10,5,9,8,8,5,1,9,7,15,6,6,5,11,4,4,1,1,4,1,0,1,2,9,6,32,15,2,6,3,3,6,0,4
fic_AC2_954,fic,58,36,39,44,37,26,13,13,17,6,3,12,5,9,10,5,4,2,4,11,12,11,5,8,5,7,4,2,7,3,5,2,7,7,13,5,6,7,1,15,1,12,0,3,2,10,2,15,6,3,3,3,1,2,1,3,3,8,5,0,2,2,7,2,9,5,4,3,5,8,0,4,4,1,14,10,2,3,0,1,4,8,7,7,12,7,6,13,6,7,8,5,2,3,6,7,4,7,5,4,4,1,0,2,0,0,2,0,0,0,3,1,8,6,0,2,1,4,4,0,1
fic_AC2_955,fic,114,49,69,64,58,43,8,32,24,14,10,18,8,21,25,11,11,3,8,14,19,13,5,14,6,17,10,0,3,4,4,9,13,9,20,20,12,8,1,21,0,10,0,2,2,23,4,23,11,12,5,3,0,3,3,6,6,17,3,0,1,1,1,3,12,1,1,5,2,12,4,4,3,2,13,6,3,1,0,8,3,10,11,14,19,8,4,16,3,14,8,6,8,6,14,8,10,6,5,6,9,2,0,1,0,2,4,1,0,2,6,3,20,7,7,6,5,6,4,0,4
fic_AC2_956,fic,126,83,89,79,63,45,22,23,20,3,8,14,12,12,23,8,8,2,4,9,25,33,9,17,5,16,5,1,5,5,4,3,28,15,13,24,15,20,5,40,2,18,5,6,9,25,1,23,7,13,14,4,8,10,4,10,9,36,12,4,8,9,2,4,6,6,9,3,10,15,6,6,3,7,18,16,3,5,1,10,5,21,26,16,22,7,9,12,7,13,11,9,13,16,13,8,16,10,8,7,10,5,2,1,3,2,1,0,2,5,7,5,5,7,5,2,5,1,4,0,6
fic_BMW_957,fic,203,119,103,123,82,56,35,17,26,8,12,32,18,12,52,29,17,1,16,20,28,29,18,19,9,20,10,7,17,10,2,7,46,24,23,41,20,22,12,55,0,25,0,7,21,16,20,63,16,33,18,9,3,9,5,23,10,64,22,0,10,3,2,7,34,15,7,15,8,32,2,20,32,3,47,12,17,0,5,11,2,32,51,67,28,44,26,29,29,22,14,18,18,19,27,23,26,26,19,27,9,2,1,6,4,3,1,2,1,2,14,6,6,9,4,5,4,4,4,2,12
fic_BMW_958,fic,107,54,37,51,31,12,21,10,8,0,3,6,2,6,15,6,1,4,3,5,12,18,3,8,4,5,2,0,7,4,0,0,36,7,10,23,3,12,5,28,0,9,1,3,9,1,9,30,7,7,17,13,10,5,3,13,5,48,24,0,5,1,7,6,13,5,5,5,11,15,4,13,11,2,23,2,16,5,1,9,2,21,18,23,13,14,14,3,11,6,8,10,12,5,9,10,8,8,8,18,5,5,2,2,1,1,2,0,0,5,6,2,1,4,1,1,1,0,2,0,4
fic_BMW_959,fic,107,64,54,69,39,36,16,16,23,3,8,14,4,16,21,7,5,2,8,11,10,18,7,8,10,10,4,4,10,8,6,0,34,8,14,12,11,22,5,32,1,12,0,4,12,12,9,31,8,10,16,13,6,10,11,17,13,50,19,0,13,7,9,7,24,7,11,5,11,9,8,17,13,5,18,6,11,5,4,10,2,10,32,34,11,15,8,13,17,7,21,8,5,12,22,9,14,7,8,20,3,8,8,3,5,3,2,2,1,8,12,8,10,2,1,1,5,0,8,0,16
fic_BMW_960,fic,65,37,34,36,17,15,12,5,5,3,0,4,1,4,16,10,1,4,3,1,3,6,4,2,15,8,0,3,4,5,3,0,47,7,12,14,16,18,4,25,1,9,1,3,15,2,5,29,3,6,19,10,9,5,14,20,6,26,21,0,17,1,4,5,24,7,4,1,9,10,3,8,17,1,14,4,8,2,2,2,5,15,20,23,7,10,16,10,15,5,5,9,7,12,10,9,7,9,3,6,4,5,4,2,2,2,2,0,1,4,4,1,0,1,0,2,0,1,0,0,7
fic_BMW_961,fic,96,56,45,40,21,18,23,9,15,4,7,15,9,4,17,11,6,0,5,12,10,13,8,1,1,9,1,1,2,3,0,1,30,9,12,10,11,16,8,21,0,20,0,3,8,1,6,30,9,9,10,4,3,1,4,18,4,23,12,1,6,0,2,1,14,5,1,4,15,12,3,10,18,2,18,9,11,4,2,6,3,20,14,17,19,13,11,10,14,8,4,9,10,13,6,12,6,7,9,13,5,2,1,1,3,2,0,0,0,1,4,2,1,0,0,9,2,0,2,0,10
fic_BMW_962,fic,94,49,35,56,33,14,13,8,6,2,3,14,1,3,27,12,3,0,4,5,11,14,10,10,7,7,1,4,3,3,3,0,33,8,8,14,12,21,5,32,1,15,1,3,6,5,8,37,4,10,13,12,5,6,1,16,7,41,37,0,11,4,2,2,20,8,4,4,15,23,2,12,22,1,19,11,3,2,3,6,6,26,30,18,31,19,11,17,12,16,2,15,7,19,9,17,4,12,7,25,4,2,1,1,0,0,0,0,0,1,3,0,4,2,0,1,3,1,0,0,4
fic_BMW_963,fic,46,27,16,32,18,12,11,7,5,3,2,9,2,5,7,7,5,2,2,4,9,9,6,13,2,2,1,3,6,5,0,4,26,6,4,7,7,6,1,18,0,5,1,0,7,3,2,17,6,6,8,4,1,4,1,2,4,17,8,1,5,0,1,4,14,4,3,6,10,10,0,11,12,0,11,4,4,1,3,5,0,13,22,16,8,10,3,6,10,7,1,5,3,12,10,10,4,9,3,8,6,5,1,2,0,0,1,0,0,5,5,0,5,4,0,2,1,1,2,0,7
fic_BMW_964,fic,93,57,31,31,19,9,13,7,11,1,2,12,3,3,20,9,4,0,5,3,6,5,1,5,3,6,0,2,8,2,1,1,24,9,6,18,7,11,5,37,0,14,0,3,8,2,6,25,7,10,6,2,2,1,2,11,2,51,17,0,5,0,0,0,17,9,2,6,7,19,0,13,14,0,28,11,5,3,1,3,3,15,30,18,15,10,14,14,19,7,2,4,10,15,11,5,7,13,5,22,2,1,0,0,1,0,0,0,0,1,7,1,1,3,0,5,0,0,0,1,2
fic_BMW_965,fic,89,66,57,58,48,26,21,13,14,4,11,16,12,8,17,14,7,2,9,10,17,25,6,12,8,9,1,3,8,3,6,2,40,14,10,16,15,21,8,29,1,13,0,2,8,12,14,24,13,15,17,10,7,13,3,20,6,23,19,0,8,2,5,4,21,9,6,4,9,15,4,7,18,3,26,5,15,3,2,6,9,16,22,16,11,9,14,9,14,9,12,10,12,21,11,12,23,14,12,11,9,1,1,1,1,2,0,0,0,1,10,3,3,15,12,0,2,3,4,3,7
fic_BPA_966,fic,70,53,43,38,26,16,11,10,12,5,7,18,7,6,15,7,5,0,2,3,3,2,8,2,0,8,2,0,1,0,0,2,1,8,0,13,10,2,2,18,0,3,0,3,2,7,7,21,6,3,1,0,0,0,1,1,0,5,6,1,0,0,0,0,0,1,0,4,0,12,0,3,2,0,23,2,1,0,1,0,0,5,12,4,11,15,2,6,3,8,6,7,5,3,10,5,8,3,5,4,0,0,0,0,0,0,0,0,0,0,1,5,3,11,1,0,2,1,0,0,3
fic_BPA_967,fic,62,36,29,19,13,6,10,9,6,0,3,6,3,4,17,5,2,8,3,0,3,6,2,2,1,6,2,2,2,1,2,1,6,6,2,9,4,3,0,8,2,2,0,3,0,5,2,4,3,3,2,4,3,3,3,2,1,6,3,0,1,0,1,1,2,4,3,5,1,4,0,3,2,1,18,4,2,2,1,2,0,5,10,4,11,9,5,4,4,6,2,5,4,2,3,1,3,3,4,2,1,1,0,0,2,0,1,1,1,0,1,1,1,2,1,0,0,3,1,0,0
fic_BPA_968,fic,95,50,39,38,43,16,14,13,15,4,5,9,4,10,23,5,5,2,5,6,12,16,4,8,2,11,2,1,7,0,0,2,10,9,11,17,8,9,0,28,0,8,0,3,0,2,11,27,8,8,4,2,0,1,0,4,2,19,9,0,8,0,2,2,7,3,0,7,4,12,0,6,6,0,16,5,2,0,1,3,4,11,22,20,14,15,9,6,13,2,6,12,9,2,17,8,6,11,9,8,0,2,0,2,0,0,1,0,0,2,1,3,1,7,1,1,1,1,3,0,2
fic_BPA_969,fic,41,13,17,24,15,8,3,7,9,1,0,6,3,4,6,2,2,0,1,5,2,3,2,3,0,2,0,0,2,0,0,1,1,4,0,7,2,1,0,5,0,1,0,2,1,1,2,2,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,3,1,0,1,0,3,0,0,0,0,2,0,2,3,0,5,11,0,1,3,5,2,3,2,1,4,2,2,3,1,1,1,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
fic_BPA_970,fic,52,20,15,19,13,9,9,3,4,0,2,3,3,1,14,5,0,0,5,2,4,3,0,0,1,8,1,0,1,1,0,0,3,6,2,11,0,2,0,15,0,0,0,1,1,1,2,25,3,4,0,0,0,0,0,1,0,7,5,0,1,0,0,0,3,2,0,4,0,11,0,5,2,0,24,1,0,0,0,0,0,12,10,4,12,8,6,3,8,3,1,6,3,0,1,4,4,5,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,3
fic_BPA_971,fic,60,28,23,14,6,4,4,1,4,1,1,3,3,1,14,5,0,2,1,2,2,2,1,1,7,3,1,1,2,0,1,1,14,6,2,6,5,5,0,10,0,1,0,1,0,0,2,17,3,5,3,0,0,1,0,4,0,13,8,0,3,0,0,0,5,1,0,3,1,9,0,2,1,0,14,1,1,0,1,0,1,5,11,6,9,7,3,4,9,5,0,2,6,1,2,4,0,3,6,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,2
fic_BPA_972,fic,50,26,24,25,12,8,10,5,2,3,3,3,1,2,13,2,0,0,0,1,0,5,1,2,1,4,0,0,3,0,1,1,3,6,2,5,1,4,0,8,1,3,0,1,2,0,2,5,1,5,0,0,1,0,1,4,1,6,1,0,0,0,0,0,1,1,0,3,0,11,1,2,2,0,14,4,0,0,1,4,0,3,7,2,5,5,1,5,4,6,0,1,5,6,0,1,3,2,9,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,3
fic_BPA_973,fic,70,31,28,31,24,9,11,9,12,2,2,9,5,4,21,3,3,2,4,5,2,8,1,5,1,7,1,3,0,2,0,2,7,6,6,8,2,3,2,10,1,1,0,0,0,3,4,12,1,3,2,0,2,0,0,1,2,6,2,0,2,0,0,0,3,2,2,2,1,11,0,2,1,0,16,5,1,2,0,2,0,8,9,4,15,14,3,4,1,7,1,9,1,2,3,4,2,5,6,6,0,1,2,1,0,0,2,1,0,1,1,0,0,0,1,4,0,0,1,0,4
fic_BPA_974,fic,62,24,23,26,17,6,6,7,14,2,7,7,7,4,14,4,1,1,3,3,5,6,4,1,5,4,0,0,3,2,2,0,13,5,4,13,3,4,1,9,0,4,0,3,1,2,3,7,0,4,5,1,1,0,1,4,2,20,4,0,5,1,4,0,5,5,1,4,1,9,0,4,2,0,23,2,1,0,0,3,0,6,17,7,7,21,3,4,7,4,0,4,9,8,4,4,1,7,4,4,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,3,0,1,0,0,3
fic_BPA_975,fic,64,28,32,41,33,18,5,5,5,0,4,4,6,3,14,5,2,2,1,2,0,5,2,4,2,6,1,2,2,1,0,1,6,4,2,16,5,5,0,11,0,6,0,1,2,0,1,8,4,3,5,4,1,7,4,4,0,18,13,0,3,0,1,3,12,3,2,4,2,11,2,4,0,3,12,4,2,1,1,2,0,11,17,5,12,6,9,7,8,5,0,8,12,8,0,6,2,1,7,4,0,0,1,1,2,0,2,0,0,0,1,0,0,0,0,3,0,1,1,0,4
fic_BPA_976,fic,82,41,26,24,13,7,18,7,12,4,5,8,4,3,21,6,1,2,1,1,7,10,3,1,0,9,2,3,3,1,0,2,7,8,1,8,5,5,2,16,2,4,0,0,3,2,3,13,5,2,4,2,3,4,0,2,1,20,6,0,1,0,1,0,3,0,1,10,2,19,0,5,4,0,30,5,3,1,5,2,2,9,18,3,16,11,11,11,7,6,0,9,8,6,2,4,3,3,13,4,2,2,0,0,0,0,1,1,0,0,1,0,0,1,0,4,0,1,0,0,3
fic_BPA_977,fic,63,38,31,32,28,10,6,7,8,6,3,6,3,5,13,6,5,1,2,4,4,7,3,5,1,5,2,3,2,1,2,1,6,7,1,10,6,6,2,10,1,4,1,2,0,1,3,14,3,1,1,0,0,1,0,2,0,12,3,0,1,1,0,0,2,0,0,1,1,11,0,3,4,1,16,2,2,0,2,2,0,5,9,4,16,9,8,5,5,7,0,6,5,1,2,1,3,2,6,4,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,9,0,4,0,0,3
fic_BPA_978,fic,55,27,26,30,21,5,6,1,8,4,7,5,9,4,13,4,1,1,2,1,1,8,4,0,8,4,0,2,6,7,2,1,12,3,2,14,3,5,0,9,0,3,0,3,1,3,3,5,4,4,6,0,1,3,2,4,2,17,5,0,2,2,0,0,4,2,0,7,4,7,0,3,3,2,14,5,4,1,1,7,0,7,12,7,5,4,5,10,5,6,4,4,4,4,5,2,4,4,6,4,1,0,1,0,2,0,1,0,0,0,2,0,1,1,0,2,0,0,0,0,3
fic_BPA_979,fic,103,49,42,45,27,17,13,6,13,0,3,11,3,4,25,9,1,2,3,6,9,15,2,6,4,2,1,3,3,3,3,0,30,3,5,11,5,7,0,26,0,1,1,1,2,2,3,14,3,5,9,6,7,6,2,6,8,20,9,0,4,0,1,2,7,4,0,5,6,15,5,6,3,2,23,3,6,0,1,5,3,19,20,8,25,16,11,8,14,9,2,10,6,7,5,10,6,5,12,3,2,0,0,1,1,1,0,0,1,0,2,1,0,1,0,1,0,2,1,0,14
fic_BPA_980,fic,69,36,32,30,17,9,9,7,8,1,4,8,2,3,20,3,1,0,1,4,8,7,1,3,2,5,0,0,3,0,1,0,7,1,3,8,3,1,1,10,0,3,0,1,2,3,6,6,2,3,0,0,0,0,2,0,0,14,10,0,0,0,0,0,2,0,0,4,2,14,1,2,3,0,19,1,2,0,0,0,1,6,12,7,14,16,4,11,7,8,0,8,7,2,5,5,4,1,11,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,4
fic_BPA_981,fic,43,17,19,31,20,7,10,9,5,1,1,7,3,5,10,2,0,1,1,2,5,2,0,3,6,6,2,0,5,2,3,2,9,5,8,7,2,3,2,8,0,13,0,1,2,2,3,6,3,1,2,1,0,0,2,2,1,9,5,0,1,0,0,0,7,3,0,4,2,3,0,1,3,0,6,4,1,2,0,2,1,4,13,9,9,9,8,7,5,6,0,3,3,5,4,1,4,5,5,2,2,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,4
fic_BPA_982,fic,105,50,39,48,30,22,17,9,18,5,5,13,5,3,25,5,4,0,5,5,3,6,7,4,6,7,1,0,4,4,2,0,8,6,4,13,8,9,4,21,0,3,0,1,3,1,5,15,6,1,2,1,1,0,3,6,1,12,11,0,1,0,0,0,9,3,0,3,1,19,0,2,2,0,23,3,0,0,0,0,4,19,24,14,26,15,13,9,11,13,0,6,6,10,12,6,2,9,13,6,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,2,1,3,2,0,7
fic_BPA_983,fic,89,45,43,56,37,19,14,9,17,3,9,9,10,1,14,5,5,1,2,7,4,4,4,2,7,2,2,0,5,3,3,1,8,5,3,8,4,0,1,17,0,4,0,1,2,3,3,14,4,2,0,1,0,0,1,1,0,13,3,0,0,0,1,0,2,4,0,3,0,8,0,2,3,0,21,0,4,0,0,1,1,11,20,9,16,22,4,9,10,7,0,8,3,5,6,9,6,2,11,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3
fic_BPA_984,fic,63,29,22,18,10,8,10,2,1,1,0,3,4,0,17,2,1,0,0,1,5,7,1,1,1,4,2,0,3,0,0,2,9,3,2,11,4,5,1,11,0,2,0,2,1,0,0,9,2,2,1,3,0,3,1,2,0,11,5,0,1,0,0,0,6,6,0,2,3,10,1,1,4,0,19,2,0,0,0,4,0,11,18,5,11,13,11,6,5,6,1,11,4,4,1,1,2,3,5,3,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,3
fic_C8T_985,fic,537,306,290,359,225,177,83,72,75,27,40,57,64,51,90,30,30,12,34,41,57,89,51,46,32,50,14,20,41,26,10,10,164,40,52,90,54,74,30,117,1,62,12,10,46,19,49,129,49,70,68,32,33,28,34,57,38,134,70,0,33,9,24,19,56,30,22,26,48,67,12,32,64,7,84,44,44,2,15,36,17,80,131,127,67,67,44,31,48,44,42,29,36,14,45,38,45,30,27,35,24,10,12,12,26,7,10,5,10,7,31,8,11,23,7,8,5,11,19,1,26
fic_C8T_986,fic,538,321,284,323,217,165,108,50,57,29,47,55,57,41,89,45,23,21,27,26,61,89,48,61,51,46,12,32,46,19,19,11,183,37,54,83,51,85,36,148,5,72,5,10,53,28,43,151,33,62,48,45,21,21,32,77,21,166,90,0,45,8,14,17,71,18,29,42,35,81,9,40,85,7,92,50,54,12,17,37,16,104,128,117,78,82,69,50,51,64,30,46,42,26,51,48,60,38,39,50,22,12,12,11,17,9,12,5,6,7,45,2,18,39,6,8,10,6,5,3,29
fic_CB5_987,fic,509,266,210,227,126,98,87,40,39,22,29,61,20,24,47,56,17,20,17,25,51,85,25,29,39,20,10,27,35,25,10,6,250,11,67,80,56,112,17,124,5,79,1,11,56,14,41,143,14,45,81,45,44,48,41,98,43,172,95,3,43,10,15,23,100,19,28,30,72,78,16,50,47,12,86,43,74,12,18,36,32,93,151,78,63,90,72,66,67,35,59,47,44,67,47,51,33,63,34,67,32,22,13,16,12,6,5,3,3,18,36,11,9,69,5,15,4,6,9,1,31
fic_CB5_988,fic,416,250,164,163,90,69,60,27,37,14,13,62,17,14,38,43,9,14,14,31,53,74,16,23,36,15,5,22,39,28,12,4,177,15,45,61,50,91,13,135,3,66,4,6,35,13,32,137,21,48,75,45,28,34,25,81,39,164,85,1,47,19,19,31,77,20,15,32,48,91,15,39,51,11,108,35,62,12,15,31,15,78,126,95,57,73,65,59,64,36,87,35,35,62,38,41,48,49,30,43,20,16,12,19,6,5,10,6,5,11,42,16,8,117,0,12,10,4,9,6,30
fic_CCW_989,fic,381,219,165,244,154,101,73,54,69,18,28,52,28,35,74,36,22,20,20,35,59,67,25,45,33,43,11,26,26,14,16,6,100,35,51,68,65,73,17,107,2,57,5,7,24,39,35,134,32,27,39,27,21,13,26,64,28,143,79,2,41,13,8,21,65,16,19,19,29,94,8,18,73,6,108,36,38,10,15,29,22,81,122,106,60,112,66,57,56,57,43,36,35,41,53,50,60,26,25,37,23,14,12,9,11,3,5,3,5,11,42,10,25,21,10,10,10,11,15,1,65
fic_CCW_990,fic,224,129,116,118,80,62,32,27,37,10,24,32,29,17,43,18,10,13,10,16,30,48,15,16,9,28,3,11,13,9,12,6,52,20,20,36,27,28,9,60,1,31,1,6,13,25,16,57,22,23,31,12,17,9,6,22,13,68,45,0,16,8,5,9,35,14,13,16,8,44,9,14,42,1,59,16,12,5,3,13,16,51,56,28,38,32,25,37,19,26,21,16,24,23,28,20,23,14,18,17,9,10,3,7,2,2,1,3,2,7,20,4,7,9,0,2,2,6,2,0,24
fic_CCW_991,fic,128,68,63,84,50,35,24,10,21,4,14,12,12,9,33,7,4,4,5,10,24,19,7,6,7,17,2,6,12,4,5,3,26,15,8,19,18,14,5,33,1,13,2,6,7,8,15,44,12,11,11,4,1,3,8,11,5,51,29,0,6,1,1,8,14,5,4,12,7,35,1,5,21,1,42,12,11,4,6,3,3,44,39,11,31,15,36,26,9,20,16,19,17,25,15,14,24,8,9,8,8,3,4,5,0,2,0,1,0,2,15,3,3,9,2,4,1,3,5,2,27
fic_CCW_992,fic,179,109,103,95,72,45,48,14,18,3,13,16,11,14,34,22,4,17,9,11,25,35,13,15,10,18,4,17,8,9,6,1,41,12,21,37,12,17,5,38,3,13,3,8,10,4,6,33,9,25,16,11,2,2,15,16,15,56,29,0,11,4,3,11,27,12,10,11,10,24,8,6,32,1,41,12,12,3,11,12,8,51,33,10,36,17,27,25,9,7,7,19,17,22,7,14,22,13,20,12,7,10,6,11,7,3,6,2,1,8,7,3,1,8,0,5,2,2,7,1,17
fic_CDB_993,fic,145,104,58,101,59,41,27,17,15,11,11,20,16,12,33,17,8,1,6,11,16,24,13,9,15,7,9,1,13,7,10,4,51,6,13,16,26,22,13,45,0,20,0,2,12,8,19,39,10,18,2,2,1,2,9,18,3,63,36,0,3,0,2,5,16,4,0,7,5,37,1,18,26,1,49,16,14,2,0,8,6,24,53,38,18,16,12,14,20,25,29,11,16,13,13,7,16,9,11,21,4,2,2,1,1,0,0,0,1,1,14,5,4,10,5,3,6,4,6,1,8
fic_CDB_994,fic,86,60,38,27,22,8,12,7,10,2,3,7,5,5,17,10,2,2,5,10,7,8,14,7,11,5,1,2,3,6,4,0,16,5,7,13,11,9,5,17,0,6,0,0,4,5,12,27,3,8,2,3,0,0,0,10,3,17,6,0,6,0,0,2,6,3,1,7,5,9,0,7,9,1,16,4,4,0,1,2,3,8,15,24,7,8,7,3,10,2,6,4,10,6,5,4,2,3,5,9,1,0,0,2,1,0,0,0,1,0,3,7,2,6,2,6,3,7,1,1,6
fic_CDB_995,fic,150,116,74,66,33,30,29,18,12,9,9,25,14,10,18,14,10,0,5,17,23,32,19,13,17,6,3,3,6,9,4,3,28,5,16,25,31,31,9,37,0,20,0,1,10,13,16,37,8,29,8,3,6,5,4,27,4,28,22,0,5,2,2,3,23,10,0,8,11,26,1,7,12,1,29,6,10,0,1,4,11,26,36,28,23,17,12,20,16,13,26,9,11,24,16,15,11,6,13,14,3,1,2,2,0,2,0,0,0,1,8,3,6,4,3,14,5,5,4,0,15
fic_CDB_996,fic,196,113,71,102,60,32,33,25,21,14,10,24,12,10,54,16,11,1,6,22,17,26,14,11,28,16,6,1,7,12,10,3,46,10,23,34,23,23,8,45,1,20,2,7,12,7,26,45,9,23,7,4,6,3,0,17,0,65,24,0,8,2,1,2,22,12,2,18,11,29,2,30,25,0,49,14,15,3,0,5,3,33,42,71,32,34,24,18,29,19,15,11,19,19,30,8,13,19,26,35,5,1,1,2,1,1,0,1,0,1,6,2,3,4,10,8,3,1,8,0,12
fic_CDB_997,fic,210,153,97,81,39,40,48,36,27,6,4,40,7,9,36,21,19,0,5,27,20,26,5,11,30,11,8,0,4,10,12,2,41,11,11,29,15,23,6,38,0,16,0,6,15,5,21,24,7,22,7,0,5,3,4,19,4,55,13,0,4,1,1,2,10,3,1,14,6,24,2,20,14,1,44,9,8,1,0,9,6,26,42,33,20,31,13,12,15,17,22,2,12,17,23,8,8,9,6,30,6,1,0,1,2,0,0,0,0,1,4,4,3,4,1,1,4,11,4,0,8
fic_CDB_998,fic,237,163,109,100,71,41,42,16,38,8,11,32,14,13,42,23,9,3,12,19,14,27,25,15,20,7,6,12,13,7,3,8,54,6,17,45,26,20,20,54,0,14,0,6,7,19,31,47,9,32,19,4,9,3,6,15,4,70,33,0,12,0,1,1,21,10,0,11,9,40,2,31,25,1,49,13,6,2,4,9,7,35,50,50,31,26,25,18,24,22,18,16,26,25,35,9,6,17,16,44,3,3,3,2,1,1,1,2,1,3,15,6,10,7,4,12,2,6,7,0,15
fic_CFY_1000,fic,416,234,149,180,124,58,45,42,39,10,13,51,17,12,51,25,23,4,7,24,27,49,15,18,28,15,10,31,22,9,9,2,114,13,25,67,19,47,6,128,1,42,1,2,19,11,37,95,16,46,70,29,28,30,12,41,26,126,102,0,38,6,15,25,32,11,20,24,37,63,14,45,64,10,87,32,32,10,19,17,13,101,139,72,76,55,67,42,63,38,6,60,37,14,34,50,24,35,29,47,11,8,5,11,7,6,3,1,4,6,28,9,4,12,3,8,0,8,6,0,6
